OBJECTID,ZONING_WEB_URL,ZONING_CHANGE_NARRATIVE,ZONING_STATUS,ZONING_LABEL,ZONE_DESCRIPTION,OLD_ZONING,ZONE_DISTRICT,GLOBALID,ZONING,SHAPEAREA,SHAPELEN
152119,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-17/,"Official Digital Zoning Map of July 1, 2010",Final,MU-17,Permits moderate density mixed use development,DC/C-2-A,Mixed-Use Zone,,,0,0
152120,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-8/,"Official Digital Zoning Map of July 1, 2010",Final,RA-8,Permits moderate to high-density rowhouses and apartments in Dupont Circle,DC/R-5-B,Residential Apartment Zone,,,0,0
152121,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-18/,"Official Digital Zoning Map of July 1, 2010",Final,MU-18,"Permits medium density, compact mixed-use development with an emphasis on residential use",D/DC/C-2-B,Mixed-Use Zone,,,0,0
152122,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-9/,"Official Digital Zoning Map of July 1, 2010",Final,RA-9,Permits medium to high-desnity apartments in Dupont Circle,DC/R-5-D,Residential Apartment Zone,,,0,0
152187,http://handbook.dcoz.dc.gov/zones/downtown/d-1-r/,"Official Digital Zoning Map of July 1, 2010",Final,D-1-R,Permits high density housing with a limited amount of commercial uses permitted on only the ground floor,DD/R-5-E,Downtown Zone,,,0,0
152188,http://handbook.dcoz.dc.gov/zones/downtown/d-4-r/,"Official Digital Zoning Map of July 1, 2010",Final,D-4-R,Permits high-density mixed use development with an emphasis on residential uses,DD/C-2-C,Downtown Zone,,,0,0
152058,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-13/,"Official Digital Zoning Map of July 1, 2010",Final,MU-13,Permits medium density mixed-use development in the vicinity of the waterfront,W-2,Mixed-Use Zone,,,0,0
152059,http://handbook.dcoz.dc.gov/zones/downtown/d-4/,"Official Digital Zoning Map of July 1, 2010",Final,D-4,Permits high-density development of commercial and mixed uses,C-3-C,Downtown Zone,,,0,0
152055,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-7/,"Official Digital Zoning Map of July 1, 2010",Final,MU-7,Permits medium density mixed-use development,C-3-A,Mixed-Use Zone,,,0,0
152056,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-3/,"ZC Order No. 13-07, June 9, 2014",Final,RA-3,Permits moderate to medium density apartments,R-5-C,Residential Apartment Zone,,,0,0
152057,http://handbook.dcoz.dc.gov/zones/production-distribution-and-repair/pdr-1/,"Misc map corrections in Square 3825 on March 26, 2012",Final,PDR-1,"Permits moderate density commercial and production, distribution, and repair activities requiring some heavy machinery",C-M-1,"Production, Distribution, and Repair Zone",,,0,0
152060,http://handbook.dcoz.dc.gov/zones/downtown/d-4/,"Official Digital Zoning Map of July 1, 2010",Final,D-4,Permits high-density development of commercial and mixed uses,HR/C-3-C,Downtown Zone,,,0,0
152123,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-2/,"Official Digital Zoning Map of July 1, 2010",Final,MU-2,Permits medium density residential and non-residential buildings,D/SP-2,Mixed-Use Zone,,,0,0
152124,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-18/,"Official Digital Zoning Map of July 1, 2010",Final,MU-18,"Permits medium density, compact mixed-use development with an emphasis on residential use",DC/C-2-B,Mixed-Use Zone,,,0,0
152125,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-25/,"Official Digital Zoning Map of July 1, 2010",Final,MU-25,Permits moderate density mixed-use development in the vicinity of the U.S. Capitol,CHC/C-2-A,Mixed-Use Zone,,,0,0
152189,http://handbook.dcoz.dc.gov/zones/downtown/d-4-r/,"Fixed zoning boundary in Square 0371 to match official zoning records on March 21, 2012",Final,D-4-R,Permits high-density mixed use development with an emphasis on residential uses,DD/C-2-C,Downtown Zone,,,0,0
152190,http://handbook.dcoz.dc.gov/zones/residential/R-11/,"Official Digital Zoning Map of July 1, 2010",Final,R-11,Permits detached houses on large lots,NO/TSP/R-1-A,Residential Zone,,,0,0
152191,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-7/,"Official Digital Zoning Map of July 1, 2010",Final,MU-7,Permits medium density mixed-use development,DD/C-3-A,Mixed-Use Zone,,,0,0
152192,http://handbook.dcoz.dc.gov/zones/residential/R-16/,"Official Digital Zoning Map of July 1, 2010",Final,R-16,"Promotes the conservation, enhancement, and stability of the low-density, single household neighborhood for housing and neighborhood uses",SSH-1/R-1-B,Residential Zone,,,0,0
152193,http://handbook.dcoz.dc.gov/zones/neighborhood-mixed-use/nc-3/,"Misc map corrections in Square 2069 on April 27, 2012",Final,NC-3,Permits mixed-use development at a moderate density,CP/C-2-A,Neighborhood Mixed-Use Zone,,,0,0
152061,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-5/,"Official Digital Zoning Map of July 1, 2010",Final,RA-5,permits high-density apartments,R-5-E,Residential Apartment Zone,,,0,0
152062,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-5/,"Changed Zoning Boundary on Feb 29, 2012 to run along the center line of the alley in Square 0099 between lots ",Final,RA-5,permits high-density apartments,R-5-E,Residential Apartment Zone,,,0,0
152063,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-4/,"Official Digital Zoning Map of July 1, 2010",Final,RA-4,Permits medium to high-desnity apartments,R-5-D,Residential Apartment Zone,,,0,0
152064,http://handbook.dcoz.dc.gov/zones/downtown/d-5/,"Changed Zoning Boundary on Feb 29, 2012 to run along the center line of the alley in Square 0099 between lots 48 and 53. Fixed Zoning Boundary in Lot 874 Square 0101 on March 2, 2012 to extend it to the center line of the alley ",Final,D-5,Promotes high-density development of commercial and mixed-uses in areas that had been receiving areas for transferable development rights under Chapter 17 of the 1958 Zoning Regulations,C-3-C,Downtown Zone,,,0,0
152065,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-5/,"Official Digital Zoning Map of July 1, 2010",Final,RA-5,permits high-density apartments,R-5-E,Residential Apartment Zone,,,0,0
152127,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-25/,"Official Digital Zoning Map of July 1, 2010",Final,MU-25,Permits moderate density mixed-use development in the vicinity of the U.S. Capitol,CHC/C-2-A,Mixed-Use Zone,,,0,0
152128,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/capitol-gateway/cg-1/,"Official Digital Zoning Map of July 1, 2010",Final,CG-1,Permits high-density housing and appropriate renovation of or addition to the existing housing stock,CG/R-5-E,Special Purpose Zone,,,0,0
152129,http://handbook.dcoz.dc.gov/zones/neighborhood-mixed-use/nc-7/,"Miscellaneous Map correction in Square 2893, 3039 on March 22, 2012; Fixed zoning boundary in Square 3042 to match official zoning records on March 22, 2012; Zoning boundary fixed in Square 2893 to match official zoning records on Apr 20, 2012",Final,NC-7,Permits mixed-use development at a moderate density,GA/C-2-A,Neighborhood Mixed-Use Zone,,,0,0
152126,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-24/,"Official Digital Zoning Map of July 1, 2010",Final,MU-24,Permits moderate density mixed-use development in the vicinity of the U.S. Capitol,CAP/C-2-A,Mixed-Use Zone,,,0,0
152194,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-9/,"Fixed Mapping Error on Zoning Boundary between Lots 6 & 40 in Square 0154 on March 2, 2012 ",Final,RA-9,Permits medium to high-desnity apartments in Dupont Circle,DC/R-5-D,Residential Apartment Zone,,,0,0
152195,http://handbook.dcoz.dc.gov/,"Official Digital Zoning Map of July 1, 2010",Final,UNZONED,,DC/UNZONED,Unzoned,,,0,0
152196,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-15/,"Correction made on Feb 29, 2012 for a wrongly drawn segment in Square 66 Parcel 78",Final,MU-15,Permits moderate density development with an emphasis on residential uses,DC/SP-1,Mixed-Use Zone,,,0,0
152197,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-8/,"Correction made on Feb 29, 2012 to match DCGIS Baist Map",Final,RA-8,Permits moderate to high-density rowhouses and apartments in Dupont Circle,DC/R-5-B,Residential Apartment Zone,,,0,0
152066,http://handbook.dcoz.dc.gov/zones/downtown/d-3/,"Official Digital Zoning Map of July 1, 2010",Final,D-3,Permits high-density development of commercial and mixed uses,C-3-C,Downtown Zone,,,0,0
152067,http://handbook.dcoz.dc.gov/zones/downtown/d-5/,"Misc map correction in Square 0577 on April 12, 2012; Fixed zoning boundary in Squares 0742, 0769, 0800 on April 24, 2012 based on order no 971",Final,D-5,Promotes high-density development of commercial and mixed-uses in areas that had been receiving areas for transferable development rights under Chapter 17 of the 1958 Zoning Regulations,C-3-C,Downtown Zone,,,0,0
152068,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-4/,Changed Zoning Boundary to run along the center line of the alley in Square 0152 between lots 196 and 186,Final,RA-4,Permits medium to high-desnity apartments,R-5-D,Residential Apartment Zone,,,0,0
152069,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/union-station-north/usn/,Map Correction per official Zoning Map of 1958 ,Final,USN,Supports the Development of the Union Station North Comprehensive Plan,C-M-3,Special Purpose Zone,,,0,0
152130,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-22/,"Correction made on Feb 29, 2012 to match DCGIS Baist Map",Final,MU-22,Permits medium to high density mixed-use development with a balance of uses ,DC/CR,Mixed-Use Zone,,,0,0
152131,http://handbook.dcoz.dc.gov/zones/downtown/d-2/,"Official Digital Zoning Map of July 1, 2010",Final,D-2,Ensures development consistent with historic resources in the vicinity of Judiciary Square and the White House,HR/SP-2,Downtown Zone,,,0,0
152132,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-28/,"Official Digital Zoning Map of July 1, 2010",Final,MU-28,Permits medium density mixed-use development with a focus on employment,FT/C-3-A,Mixed-Use Zone,,,0,0
152198,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/southeast-federal-center/sefc-4/,Zoning Boundaries Updated per Order 07-11,Final,SEFC-4,Secures a minimum of 5 acres for a public park along the Anacostia Riverwith a defined retail area,SEFC/W-0,Special Purpose Zone,,,0,0
152199,http://handbook.dcoz.dc.gov/zones/neighborhood-mixed-use/nc-8/,"Fixed zoning boundary in Square 3031 to match official zoning records on March 22, 2012",Final,NC-8,Permits mixed-use development with a focus on employment,GA/C-3-A,Neighborhood Mixed-Use Zone,,,0,0
152200,http://handbook.dcoz.dc.gov/zones/residential/R-12/,"Official Digital Zoning Map of July 1, 2010",Final,R-12,Permits detached houses on moderately-sized lots,NO/R-1-B,Residential Zone,,,0,0
152201,http://handbook.dcoz.dc.gov/zones/neighborhood-mixed-use/nc-2/,"Fixed zoning boundary in Square 3187 to match DCGIS baist map on March 23, 2012",Final,NC-2,Permits moderate density mixed-use development,TK/C-2-A,Neighborhood Mixed-Use Zone,,,0,0
152202,http://handbook.dcoz.dc.gov/zones/residential-flat/RF-3/,"Official Digital Zoning Map of July 1, 2010",Final,RF-3,Provide for areas adjacent to the US Capitol precint predominantly developed with attached houses on small lots,CAP/R-4,Residential Flat Zone,,,0,0
152203,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/mixed-use-uptown-arts/arts-1/,"Fixed Mapping error of order 632 - June 24, 2011",Final,ARTS-1,Permits moderate density mixed use development,ARTS/C-2-A,Special Purpose Zone,,,0,0
152070,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/union-station-north/usn/,Map Correction per official Zoning Map of 1958 ,Final,USN,Supports the Development of the Union Station North Comprehensive Plan,C-M-3,Special Purpose Zone,,,0,0
152071,http://handbook.dcoz.dc.gov/zones/downtown/d-5/,Map correction per Zoning Commission Order #821,Final,D-5,Promotes high-density development of commercial and mixed-uses in areas that had been receiving areas for transferable development rights under Chapter 17 of the 1958 Zoning Regulations,C-3-C,Downtown Zone,,,0,0
152133,http://handbook.dcoz.dc.gov/zones/neighborhood-mixed-use/nc-7/,"Miscellaneous map corrections in Square 2910 on March 22, 2012",Final,NC-7,Permits mixed-use development at a moderate density,GA/C-2-A,Neighborhood Mixed-Use Zone,,,0,0
152134,http://handbook.dcoz.dc.gov/zones/residential/R-17/,"Official Digital Zoning Map of July 1, 2010",Final,R-17,Permits Single household attached rowhouses on small lot,FB/R-3,Residential Zone,,,0,0
152135,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/mixed-use-uptown-arts/arts-1/,"Official Digital Zoning Map of July 1, 2010",Final,ARTS-1,Permits moderate density mixed use development,ARTS/C-2-A,Special Purpose Zone,,,0,0
152136,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/southeast-federal-center/sefc-3/,Zoning Boundaries Updated per Order 07-11,Final,SEFC-3,Permits medium density residential development with limited ground floor retail in the vicinity of the waterfront park open space area,SEFC/R-5-D,Special Purpose Zone,,,0,0
152137,http://handbook.dcoz.dc.gov/zones/neighborhood-mixed-use/nc-1/,"Official Digital Zoning Map of July 1, 2010",Final,NC-1,Permits low density mixed use development ,WH/C-1,Neighborhood Mixed-Use Zone,,,0,0
152138,http://handbook.dcoz.dc.gov/zones/residential/R-15/,"Official Digital Zoning Map of July 1, 2010",Final,R-15,Permits detached houses on moderately-sized lots,WH/R-1-B,Residential Zone,,,0,0
152236,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152237,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152238,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152235,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152072,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-8/,"Official Digital Zoning Map of July 1, 2010",Final,RA-8,Permits moderate to high-density rowhouses and apartments in Dupont Circle,DC/R-5-B,Residential Apartment Zone,,,0,0
152073,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-10/,"Official Digital Zoning Map of July 1, 2010",Final,RA-10,Permits high-density apartments in Dupont Circle,DC/R-5-E,Residential Apartment Zone,,,0,0
152139,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-17/,"Official Digital Zoning Map of July 1, 2010",Final,MU-17,Permits moderate density mixed use development,DC/C-2-A,Mixed-Use Zone,,,0,0
152140,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-10/,"Official Digital Zoning Map of July 1, 2010",Final,RA-10,Permits high-density apartments in Dupont Circle,DC/R-5-E,Residential Apartment Zone,,,0,0
152141,http://handbook.dcoz.dc.gov/zones/residential/R-1-A/,"Official Digital Zoning Map of July 1, 2010",Final,R-1-A,Provides areas predominantly developed with detached houses on large lots.,D/R-1-A,Residential Zone,,,0,0
152142,http://handbook.dcoz.dc.gov/zones/residential/R-6/,"Official Digital Zoning Map of July 1, 2010",Final,R-6,Permits detached houses on large lots and protects quiet residential areas developed with detached dwellings,TSP/R-1-A,Residential Zone,,,0,0
152143,http://handbook.dcoz.dc.gov/zones/production-distribution-and-repair/pdr-6/,"Official Digital Zoning Map of July 1, 2010",Final,PDR-6,"Permits moderate density commercial and production, distribution, and repair activities requiring some heavy machinery",FT/C-M-1,"Production, Distribution, and Repair Zone",,,0,0
152211,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-9/,Map correction per Zoning Commission Order #821,Final,MU-9,"Permits high density mixed-use development including office, retail, and housing with a focus on employment",C-3-C,Mixed-Use Zone,,,0,0
152212,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-9/,Map correction per Zoning Commission Order #821,Final,MU-9,"Permits high density mixed-use development including office, retail, and housing with a focus on employment",C-3-C,Mixed-Use Zone,,,0,0
152213,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152214,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152074,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-16/,"Official Digital Zoning Map of July 1, 2010",Final,MU-16,Permits medium density development with an emphasis on residential uses,DC/SP-2,Mixed-Use Zone,,,0,0
152075,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-8/,"Official Digital Zoning Map of July 1, 2010",Final,RA-8,Permits moderate to high-density rowhouses and apartments in Dupont Circle,DC/R-5-B,Residential Apartment Zone,,,0,0
152076,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-10/,"Official Digital Zoning Map of July 1, 2010",Final,RA-10,Permits high-density apartments in Dupont Circle,DC/R-5-E,Residential Apartment Zone,,,0,0
152077,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-24/,"Official Digital Zoning Map of July 1, 2010",Final,MU-24,Permits moderate density mixed-use development in the vicinity of the U.S. Capitol,CAP/C-2-A,Mixed-Use Zone,,,0,0
152144,http://handbook.dcoz.dc.gov/zones/production-distribution-and-repair/pdr-5/,"Official Digital Zoning Map of July 1, 2010",Final,PDR-5,"Permits moderate commercial and production, distribution, and repair activities requiring some heavy machinery in the vicinity of the US Capitol",CAP/C-M-1,"Production, Distribution, and Repair Zone",,,0,0
152145,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/capitol-gateway/cg-4/,Order No 971,Final,CG-4,Permits high-density mixed use development with a balance of uses,CG/CR,Special Purpose Zone,,,0,0
152146,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/capitol-gateway/cg-7/,"Official Digital Zoning Map of July 1, 2010",Final,CG-7,Mapped on lands occupied by Fort McNair Naval Facility,CG/W-3,Special Purpose Zone,,,0,0
152147,http://handbook.dcoz.dc.gov/zones/residential/R-21/,"Misc map corrections in Square 1427 & 1521 on April 17, 2012",Final,R-21,Provide for areas predominantly developed with detached houses on large lots,CBUT/R-1-A,Residential Zone,,,0,0
152148,http://handbook.dcoz.dc.gov/zones/neighborhood-mixed-use/nc-5/,"Official Digital Zoning Map of July 1, 2010",Final,NC-5,Permits compact mixed-use development at a medium density with an emphasis on residential uses,WP/C-2-B,Neighborhood Mixed-Use Zone,,,0,0
152240,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152241,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152242,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152243,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152239,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152244,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152078,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-25/,"Official Digital Zoning Map of July 1, 2010",Final,MU-25,Permits moderate density mixed-use development in the vicinity of the U.S. Capitol,CHC/C-2-A,Mixed-Use Zone,,,0,0
152079,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-24/,"Official Digital Zoning Map of July 1, 2010",Final,MU-24,Permits moderate density mixed-use development in the vicinity of the U.S. Capitol,CAP/C-2-A,Mixed-Use Zone,,,0,0
152080,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-25/,"Official Digital Zoning Map of July 1, 2010",Final,MU-25,Permits moderate density mixed-use development in the vicinity of the U.S. Capitol,CHC/C-2-A,Mixed-Use Zone,,,0,0
152081,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-2/,"Official Digital Zoning Map of July 1, 2010",Final,MU-2,Permits medium density residential and non-residential buildings,D/SP-2,Mixed-Use Zone,,,0,0
152149,http://handbook.dcoz.dc.gov/zones/neighborhood-mixed-use/nc-4/,"Official Digital Zoning Map of July 1, 2010",Final,NC-4,Permits mixed-use development at a moderate density,WP/C-2-A,Neighborhood Mixed-Use Zone,,,0,0
152150,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/capitol-gateway/cg-5/,"Official Digital Zoning Map of July 1, 2010",Final,CG-6,Mapped on lands occupied by Fort McNair Naval Facility,CG/W-1,Special Purpose Zone,,,0,0
152151,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-7/,"Official Digital Zoning Map of July 1, 2010",Final,RA-7,Permits moderate and medium-density rowhouses and apartments in the vicinity of the U.S. Capitol.,CAP/R-5-B,Residential Apartment Zone,,,0,0
152152,http://handbook.dcoz.dc.gov/zones/neighborhood-mixed-use/nc-4/,"Official Digital Zoning Map of July 1, 2010",Final,NC-4,Permits mixed-use development at a moderate density,WP/C-2-A,Neighborhood Mixed-Use Zone,,,0,0
152153,http://handbook.dcoz.dc.gov/zones/residential-flat/RF-3/,"Official Digital Zoning Map of July 1, 2010",Final,RF-3,Provide for areas adjacent to the US Capitol precint predominantly developed with attached houses on small lots,CAP/R-4,Residential Flat Zone,,,0,0
152215,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152216,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152217,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152218,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152219,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152083,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/reed-cooke/rc-3/,"Official Digital Zoning Map of July 1, 2010",Final,RC-3,"Permits medium density, compact mixed use development with an emphasis on residential development",RC/C-2-B,Special Purpose Zone,,,0,0
152084,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/reed-cooke/rc-1/,"Official Digital Zoning Map of July 1, 2010",Final,RC-1,Permits moderate and medium-density rowhouses and apartments,RC/R-5-B,Special Purpose Zone,,,0,0
152085,http://handbook.dcoz.dc.gov/zones/residential/R-1-B/,"Official Digital Zoning Map of July 1, 2010",Final,R-1-B,Provides areas predominantly developed with detached houses on moderately sized lots.,D/R-1-B,Residential Zone,,,0,0
152082,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/reed-cooke/rc-3/,"Official Digital Zoning Map of July 1, 2010",Final,RC-3,"Permits medium density, compact mixed use development with an emphasis on residential development",RC/C-2-B,Special Purpose Zone,,,0,0
152155,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/mixed-use-uptown-arts/arts-4/,"Miscellaneous map correction in Square 0204 on March 21, 2012",Final,ARTS-4,Permits medium to high density mixed-use development with a balance of uses ,ARTS/CR,Special Purpose Zone,,,0,0
152156,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/mixed-use-uptown-arts/arts-2/,"Official Digital Zoning Map of July 1, 2010",Final,ARTS-2,"Permits medium density, compact mixed use development with an emphasis on residential development",ARTS/C-2-B,Special Purpose Zone,,,0,0
152154,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-8/,"Official Digital Zoning Map of July 1, 2010",Final,RA-8,Permits moderate to high-density rowhouses and apartments in Dupont Circle,DC/R-5-B,Residential Apartment Zone,,,0,0
152157,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/southeast-federal-center/sefc-2/,Zoning Boundaries Updated per Order 07-11,Final,SEFC-2,Permits high density residential development with limited ground floor retail in the vicinity of the waterfront park open space area,SEFC/R-5-E,Special Purpose Zone,,,0,0
152245,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152246,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152086,http://handbook.dcoz.dc.gov/zones/downtown/d-5/,"Fixed zoning boundary in Square 0371 to match official zoning records on March 21, 2012",Final,D-5,Promotes high-density development of commercial and mixed-uses in areas that had been receiving areas for transferable development rights under Chapter 17 of the 1958 Zoning Regulations,DD/C-3-C,Downtown Zone,,,0,0
152087,http://handbook.dcoz.dc.gov/zones/residential/R-10/,"Official Digital Zoning Map of July 1, 2010",Final,R-10,"Permits semi-detached houses on moderately sized lots, allows for areas of detached dwellings",FH-TSP/R-2,Residential Zone,,,0,0
152088,http://handbook.dcoz.dc.gov/zones/residential/R-1-B/,"Official Digital Zoning Map of July 1, 2010",Final,R-1-B,Provides areas predominantly developed with detached houses on moderately sized lots.,D/R-1-B,Residential Zone,,,0,0
152089,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-15/,"Official Digital Zoning Map of July 1, 2010",Final,MU-15,Permits moderate density development with an emphasis on residential uses,DC/SP-1,Mixed-Use Zone,,,0,0
152158,http://handbook.dcoz.dc.gov/zones/residential/R-8/,"Fixed error in Sq 2225 on 3/15/12; Fixed line to run on street centerline between Sq 2288, 2287, 2285, 2290, 2282 on 3/16/12; Expanded to Sq 2232 Lot 817 and Sq 2231 Lot 6 via case review (ZC 71-5 and 02-19) on 3/28/13",Final,R-8,Permits detached houses on large lots and protects quiet residential areas developed with detached dwellings,FH-TSP/R-1-A,Residential Zone,,,0,0
