address_id,status,type_,entrancetype,quadrant,fulladdress,objectid_1,assessment_nbhd,cfsa_name,census_tract,vote_prcnct,ward,zipcode,anc,census_block,census_blockgroup,latitude,longitude,active_res_unit_count,res_type,active_res_occupancy_count,unit_id,unitnum,unittype
304936,ACTIVE,ADDRESS,OFFICIAL,SW,15 GALLEY COURT SW,255,Bolling Air Force Base,Far Southeast Collaborative,007301,Precinct 126,Ward 8,20032,ANC 8D,007301 1109,007301 1,38.82593662,-77.01959741,0,RESIDENTIAL,1,NA,NA,NA
145574,ACTIVE,ADDRESS,OFFICIAL,SW,859 3RD STREET SW,1009,Southwest Waterfront,South Washington/West of the River Collaborative,010500,Precinct 128,Ward 6,20024,ANC 6D,010500 2028,010500 2,38.87956803,-77.01545246,0,RESIDENTIAL,1,NA,NA,NA
18525,ACTIVE,ADDRESS,OFFICIAL,SW,4660 MARTIN LUTHER KING JR AVENUE SW,1342,Congress Heights,Far Southeast Collaborative,010900,Precinct 126,Ward 8,20032,ANC 8D,010900 1001,010900 1,38.82248036,-77.01028569,404,RESIDENTIAL,404,190005,B702,RENTAL
276474,ACTIVE,ADDRESS,OFFICIAL,SW,130 P STREET SW,2064,Old City 1,South Washington/West of the River Collaborative,006400,Precinct 127,Ward 6,20024,ANC 6D,006400 2004,006400 2,38.87188269,-77.01334715,6,RESIDENTIAL,6,35146,11,RENTAL
145213,ACTIVE,ADDRESS,OFFICIAL,SW,700 7TH STREET SW,1002,Southwest Waterfront,South Washington/West of the River Collaborative,010200,Precinct 142,Ward 6,20024,ANC 6D,010200 1021,010200 1,38.88028405,-77.02153206,281,RESIDENTIAL,281,23796,125,CONDO
297262,ACTIVE,ADDRESS,OFFICIAL,SW,5520 E PATRICK CIRCLE SW,151,Bolling Air Force Base,Far Southeast Collaborative,007301,Precinct 123,Ward 8,20032,ANC 8C,007301 1135,007301 1,38.8453683,-77.01614025,0,RESIDENTIAL,1,NA,NA,NA
307172,ACTIVE,ADDRESS,OFFICIAL,SW,1150 4TH STREET SW,NA,Southwest Waterfront,South Washington/West of the River Collaborative,010200,Precinct 128,Ward 6,20024,ANC 6D,010200 2043,010200 2,38.87747337,-77.01631981,265,RESIDENTIAL,265,232938,1101,CONDO
145329,ACTIVE,ADDRESS,OFFICIAL,SW,1425 4TH STREET SW,1012,Southwest Waterfront,South Washington/West of the River Collaborative,011000,Precinct 127,Ward 6,20024,ANC 6D,011000 2000,011000 2,38.87275081,-77.0187378,143,RESIDENTIAL,143,13711,A305,CONDO
306372,ACTIVE,ADDRESS,OFFICIAL,SW,3153 SCOTT DRIVE SW,NA,Bolling Air Force Base,Far Southeast Collaborative,007301,Precinct 123,Ward 8,20032,ANC 8D,007301 1066,007301 1,38.83931734,-77.02010386,0,RESIDENTIAL,1,NA,NA,NA
298348,ACTIVE,ADDRESS,OFFICIAL,SW,1100 6TH STREET SW,1002,Southwest Waterfront,South Washington/West of the River Collaborative,010200,Precinct 142,Ward 6,20024,ANC 6D,010200 2042,010200 2,38.87710195,-77.01931759,128,RESIDENTIAL,128,196122,703,RENTAL
295474,ACTIVE,ADDRESS,OFFICIAL,SW,96 GALVESTON STREET SW,1342,Congress Heights,Far Southeast Collaborative,010900,Precinct 126,Ward 8,20032,ANC 8D,010900 1000,010900 1,38.8231423,-77.00920054,8,RESIDENTIAL,8,125702,302,RENTAL
276538,ACTIVE,ADDRESS,OFFICIAL,SW,14 N STREET SW,2064,Old City 1,South Washington/West of the River Collaborative,006400,Precinct 127,Ward 6,20024,ANC 6D,006400 1009,006400 1,38.87446006,-77.00999943,0,RESIDENTIAL,1,NA,NA,NA
81578,ACTIVE,ADDRESS,OFFICIAL,SW,88 GALVESTON PLACE SW,1340,Congress Heights,Far Southeast Collaborative,009807,Precinct 126,Ward 8,20032,ANC 8D,009807 2010,009807 2,38.824209690000004,-77.01152344,4,RESIDENTIAL,4,125647,B,RENTAL
76172,ACTIVE,ADDRESS,OFFICIAL,SW,1001 3RD STREET SW,1009,Southwest Waterfront,South Washington/West of the River Collaborative,010200,Precinct 128,Ward 6,20024,ANC 6D,010200 2043,010200 2,38.87784082,-77.01568108,128,RESIDENTIAL,128,123493,202,CONDO
307172,ACTIVE,ADDRESS,OFFICIAL,SW,1150 4TH STREET SW,NA,Southwest Waterfront,South Washington/West of the River Collaborative,010200,Precinct 128,Ward 6,20024,ANC 6D,010200 2043,010200 2,38.87747337,-77.01631981,265,RESIDENTIAL,265,232857,413,CONDO
295468,ACTIVE,ADDRESS,OFFICIAL,SW,84 GALVESTON STREET SW,1342,Congress Heights,Far Southeast Collaborative,010900,Precinct 126,Ward 8,20032,ANC 8D,010900 1000,010900 1,38.82257044,-77.00793777,8,RESIDENTIAL,8,125624,102,RENTAL
315301,ACTIVE,ADDRESS,OFFICIAL,SW,99 BLAIR ALLEY SW,NA,Southwest Waterfront,South Washington/West of the River Collaborative,010200,Precinct 142,Ward 6,20024,ANC 6D,010200 2034,010200 2,38.88035641,-77.02639679,227,RESIDENTIAL,227,290190,871,RENTAL
71853,ACTIVE,ADDRESS,OFFICIAL,SW,1210 HALF STREET SW,2057,Old City 1,South Washington/West of the River Collaborative,006400,Precinct 127,Ward 6,20024,ANC 6D,006400 1001,006400 1,38.87605964,-77.01042848,1,RESIDENTIAL,2,186753,A,RENTAL
297573,ACTIVE,ADDRESS,OFFICIAL,SW,103 G STREET SW,1008,Southwest Waterfront,South Washington/West of the River Collaborative,010500,Precinct 128,Ward 6,20024,ANC 6D,010500 1001,010500 1,38.88163859,-77.01345178,160,RESIDENTIAL,160,57345,B718,RENTAL
297249,ACTIVE,ADDRESS,OFFICIAL,SW,5516 B PATRICK CIRCLE SW,151,Bolling Air Force Base,Far Southeast Collaborative,007301,Precinct 123,Ward 8,20032,ANC 8C,007301 1135,007301 1,38.84545552,-77.01661234,0,RESIDENTIAL,1,NA,NA,NA
299747,ACTIVE,ADDRESS,OFFICIAL,SW,560 N STREET SW,1012,Southwest Waterfront,South Washington/West of the River Collaborative,011000,Precinct 127,Ward 6,20024,ANC 6D,011000 2000,011000 2,38.87442682,-77.01933092,156,RESIDENTIAL,156,191343,N309,RENTAL
145219,ACTIVE,ADDRESS,OFFICIAL,SW,240 M STREET SW,1013,Southwest Waterfront,South Washington/West of the River Collaborative,011000,Precinct 127,Ward 6,20024,ANC 6D,011000 4000,011000 4,38.87541378,-77.01571558,128,RESIDENTIAL,128,14495,E108,CONDO
145577,ACTIVE,ADDRESS,OFFICIAL,SW,851 3RD STREET SW,1009,Southwest Waterfront,South Washington/West of the River Collaborative,010500,Precinct 128,Ward 6,20024,ANC 6D,010500 2028,010500 2,38.879750369999996,-77.0154374,0,RESIDENTIAL,1,NA,NA,NA
145250,ACTIVE,ADDRESS,OFFICIAL,SW,300 M STREET SW,1013,Southwest Waterfront,South Washington/West of the River Collaborative,011000,Precinct 127,Ward 6,20024,ANC 6D,011000 4001,011000 4,38.87591562,-77.01648598,129,RESIDENTIAL,129,13221,N507,CONDO
145220,ACTIVE,ADDRESS,OFFICIAL,SW,1250 4TH STREET SW,1013,Southwest Waterfront,South Washington/West of the River Collaborative,011000,Precinct 127,Ward 6,20024,ANC 6D,011000 4001,011000 4,38.87515637,-77.01723257,128,RESIDENTIAL,128,11909,W314,CONDO
299514,ACTIVE,ADDRESS,OFFICIAL,SW,905 6TH STREET SW,1002,Southwest Waterfront,South Washington/West of the River Collaborative,010200,Precinct 142,Ward 6,20024,ANC 6D,010200 2038,010200 2,38.87900795,-77.02039141,108,RESIDENTIAL,108,59923,711,RENTAL
315301,ACTIVE,ADDRESS,OFFICIAL,SW,99 BLAIR ALLEY SW,NA,Southwest Waterfront,South Washington/West of the River Collaborative,010200,Precinct 142,Ward 6,20024,ANC 6D,010200 2034,010200 2,38.88035641,-77.02639679,227,RESIDENTIAL,227,290058,1162,RENTAL
147271,ACTIVE,ADDRESS,OFFICIAL,SW,239 K STREET SW,1011,Southwest Waterfront,South Washington/West of the River Collaborative,010500,Precinct 128,Ward 6,20024,ANC 6D,010500 1004,010500 1,38.87857272,-77.01457037,0,RESIDENTIAL,1,NA,NA,NA
34307,ACTIVE,ADDRESS,OFFICIAL,SW,35 P STREET SW,2064,Old City 1,South Washington/West of the River Collaborative,006400,Precinct 127,Ward 6,20024,ANC 6D,006400 2002,006400 2,38.87224488,-77.0111795,6,RESIDENTIAL,6,62924,21,RENTAL
298768,ACTIVE,ADDRESS,OFFICIAL,SW,430 M STREET SW,1012,Southwest Waterfront,South Washington/West of the River Collaborative,011000,Precinct 127,Ward 6,20024,ANC 6D,011000 3000,011000 3,38.87604945,-77.01853929,88,RESIDENTIAL,88,64686,N706,RENTAL
145220,ACTIVE,ADDRESS,OFFICIAL,SW,1250 4TH STREET SW,1013,Southwest Waterfront,South Washington/West of the River Collaborative,011000,Precinct 127,Ward 6,20024,ANC 6D,011000 4001,011000 4,38.87515637,-77.01723257,128,RESIDENTIAL,128,13729,W113,CONDO
276504,ACTIVE,ADDRESS,OFFICIAL,SW,1349 1ST STREET SW,2064,Old City 1,South Washington/West of the River Collaborative,006400,Precinct 127,Ward 6,20024,ANC 6D,006400 1007,006400 1,38.87366151,-77.01237936,0,RESIDENTIAL,1,NA,NA,NA
277853,ACTIVE,ADDRESS,OFFICIAL,SW,301 G STREET SW,1008,Southwest Waterfront,South Washington/West of the River Collaborative,010500,Precinct 128,Ward 6,20024,ANC 6D,010500 2027,010500 2,38.88167428,-77.01680413,288,RESIDENTIAL,288,57703,628,RENTAL
145220,ACTIVE,ADDRESS,OFFICIAL,SW,1250 4TH STREET SW,1013,Southwest Waterfront,South Washington/West of the River Collaborative,011000,Precinct 127,Ward 6,20024,ANC 6D,011000 4001,011000 4,38.87515637,-77.01723257,128,RESIDENTIAL,128,12077,W500,CONDO
18525,ACTIVE,ADDRESS,OFFICIAL,SW,4660 MARTIN LUTHER KING JR AVENUE SW,1342,Congress Heights,Far Southeast Collaborative,010900,Precinct 126,Ward 8,20032,ANC 8D,010900 1001,010900 1,38.82248036,-77.01028569,404,RESIDENTIAL,404,190120,C804,RENTAL
61177,ACTIVE,ADDRESS,OFFICIAL,SW,1529 1ST STREET SW,2064,Old City 1,South Washington/West of the River Collaborative,006400,Precinct 127,Ward 6,20024,ANC 6D,006400 2004,006400 2,38.87127752,-77.01239093,2,RESIDENTIAL,2,124906,1,RENTAL
289193,ACTIVE,ADDRESS,OFFICIAL,SW,901 6TH STREET SW,1002,Southwest Waterfront,South Washington/West of the River Collaborative,010200,Precinct 142,Ward 6,20024,ANC 6D,010200 2038,010200 2,38.87821829,-77.02028758,162,RESIDENTIAL,162,61773,106,RENTAL
145529,ACTIVE,ADDRESS,OFFICIAL,SW,6 GALVESTON STREET SW,1341,Congress Heights,Far Southeast Collaborative,010900,Precinct 126,Ward 8,20032,ANC 8D,010900 2000,010900 2,38.82371958,-77.00626729,9,RESIDENTIAL,9,16045,302,CONDO
52913,ACTIVE,ADDRESS,OFFICIAL,SW,201 I STREET SW,1008,Southwest Waterfront,South Washington/West of the River Collaborative,010500,Precinct 128,Ward 6,20024,ANC 6D,010500 1003,010500 1,38.87974918,-77.01411791,336,RESIDENTIAL,336,61103,230,RENTAL
147314,ACTIVE,ADDRESS,OFFICIAL,SW,525 G STREET SW,1002,Southwest Waterfront,South Washington/West of the River Collaborative,010200,Precinct 142,Ward 6,20024,ANC 6D,010200 1019,010200 1,38.88193327,-77.01968863,6,RESIDENTIAL,6,61994,102,RENTAL
297573,ACTIVE,ADDRESS,OFFICIAL,SW,103 G STREET SW,1008,Southwest Waterfront,South Washington/West of the River Collaborative,010500,Precinct 128,Ward 6,20024,ANC 6D,010500 1001,010500 1,38.88163859,-77.01345178,160,RESIDENTIAL,160,57367,B820,RENTAL
298817,ACTIVE,ADDRESS,OFFICIAL,SW,619 H STREET SW,1002,Southwest Waterfront,South Washington/West of the River Collaborative,010200,Precinct 142,Ward 6,20024,ANC 6D,010200 1020,010200 1,38.88063509,-77.02065165,7,RESIDENTIAL,7,61939,203,RENTAL
52913,ACTIVE,ADDRESS,OFFICIAL,SW,201 I STREET SW,1008,Southwest Waterfront,South Washington/West of the River Collaborative,010500,Precinct 128,Ward 6,20024,ANC 6D,010500 1003,010500 1,38.87974918,-77.01411791,336,RESIDENTIAL,336,64331,829,RENTAL
150309,ACTIVE,ADDRESS,OFFICIAL,SW,22 GALVESTON PLACE SW,1340,Congress Heights,Far Southeast Collaborative,009807,Precinct 126,Ward 8,20032,ANC 8D,009807 2010,009807 2,38.82429708,-77.00815377,3,RESIDENTIAL,3,408,C,CONDO
295432,ACTIVE,ADDRESS,OFFICIAL,SW,46 GALVESTON STREET SW,1341,Congress Heights,Far Southeast Collaborative,010900,Precinct 126,Ward 8,20032,ANC 8D,010900 2000,010900 2,38.82243456,-77.00716067,7,RESIDENTIAL,7,124532,102,RENTAL
145763,ACTIVE,ADDRESS,OFFICIAL,SW,120 DANBURY STREET SW,1339,Congress Heights,Far Southeast Collaborative,009807,Precinct 126,Ward 8,20032,ANC 8D,009807 2005,009807 2,38.82761138,-77.01057906,5,RESIDENTIAL,5,238,5,CONDO
149801,ACTIVE,ADDRESS,OFFICIAL,SW,115 O STREET SW,2064,Old City 1,South Washington/West of the River Collaborative,006400,Precinct 127,Ward 6,20024,ANC 6D,006400 1007,006400 1,38.87312213,-77.01278859,2,RESIDENTIAL,2,123901,1,RENTAL
145219,ACTIVE,ADDRESS,OFFICIAL,SW,240 M STREET SW,1013,Southwest Waterfront,South Washington/West of the River Collaborative,011000,Precinct 127,Ward 6,20024,ANC 6D,011000 4000,011000 4,38.87541378,-77.01571558,128,RESIDENTIAL,128,13735,E204,CONDO
276606,ACTIVE,ADDRESS,OFFICIAL,SW,3957 MARTIN LUTHER KING JR AVENUE SW,1336,Congress Heights,Far Southeast Collaborative,009807,Precinct 124,Ward 8,20032,ANC 8D,009807 1007,009807 1,38.83218189,-77.00973518,0,RESIDENTIAL,1,NA,NA,NA
